着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,3,6,メジェールスー,牝5,53,ミナリク,1:09.5,,13.3,7,476(+2),[西] 藤原英昭
2,7,14,ニシノキントウン,牡5,53,内田博幸,1:09.5,クビ,17.6,9,466(-2),[西] 北出成人
3,6,11,シャンデリアムーン,牝4,54,木幡巧也,1:09.6,1/2,8.9,3,470(+4),[東] 斎藤誠
4,4,8,サンノゼテソーロ,牡4,55,武豊,1:09.7,クビ,3.1,1,456(+4),[東] 田中博康
5,8,15,タケショウベスト,牝6,52,武藤雅,1:09.9,1.1/4,46.5,12,476(-2),[東] 田中清隆
6,2,3,ジョーマンデリン,牝4,54,坂井瑠星,1:09.9,クビ,18.5,10,486(-2),[西] 清水久詞
7,6,12,ブライティアレディ,牝7,54,ルメール,1:09.9,アタマ,9.0,4,436(-4),[西] 武幸四郎
8,1,2,ホープフルサイン,牡4,56,江田照男,1:10.0,1/2,10.1,6,494(+10),[東] 本間忍
9,2,4,ダイトウキョウ,牡8,55,田辺裕信,1:10.0,クビ,16.2,8,470(+4),[東] 戸田博文
10,7,13,グッドジュエリー,牝5,54,丸田恭介,1:10.2,1.1/4,6.3,2,464(-2),[東] 堀井雅広
11,3,5,ショウナンアリアナ,牝4,52,吉田豊,1:10.3,1/2,47.8,13,416(-6),[西] 高野友和
12,1,1,インスピレーション,牡5,55,横山典弘,1:10.3,アタマ,9.5,5,488(0),[西] 昆貢
13,4,7,レーヴムーン,牡7,55,津村明秀,1:10.4,クビ,68.6,14,494(+2),[西] 藤岡健一
14,8,16,エンゲージリング,牝5,53,杉原誠人,1:10.6,1.1/4,71.6,15,476(-4),[東] 大江原哲
15,5,9,ムスコローソ,牡5,54,ヒューイ,1:10.6,クビ,39.4,11,520(0),[東] 手塚貴久
16,5,10,プレディクト,牡5,51,木幡育也,1:10.9,2,216.8,16,498(+2),[東] 伊藤伸一
