着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,5,9,ローレルジャック,牡7,57,武士沢友,1:10.5,,54.8,13,498(+6),[東] 高橋裕
2,8,15,サンマルベスト,牡4,57,畑端省吾,1:10.5,クビ,10.1,6,474(+6),[西] 牧浦充徳
3,7,14,カシノブレンド,セ4,57,西田雄一,1:10.6,クビ,30.5,9,442(-6),[東] 蛯名利弘
4,4,8,ウィンターリリー,牝4,54,川又賢治,1:10.8,1.1/4,47.2,12,434(+6),[東] 大江原哲
5,1,1,イナズママンボ,牝6,55,津村明秀,1:10.9,1/2,5.5,2,478(0),[西] 高柳大輔
6,1,2,トウカイパシオン,牝5,55,江田照男,1:11.0,1/2,3.3,1,458(+12),[東] 菊川正達
7,5,10,アイアムピッカピカ,牝4,55,柴田善臣,1:11.0,クビ,9.8,5,456(+4),[東] 奥平雅士
8,4,7,トッカータ,牡5,57,武藤雅,1:11.2,1.1/2,33.6,10,486(-2),[東] 和田雄二
9,8,16,ホウオウジャッジ,牡5,57,野中悠太,1:11.3,1/2,62.8,14,470(-2),[東] 稲垣幸雄
10,2,3,アオイサンシャイン,牝7,55,石橋脩,1:11.4,1/2,12.9,7,530(+6),[東] 古賀慎明
11,2,4,シルバーストーン,牡6,57,丸田恭介,1:11.5,1/2,39.2,11,520(+18),[東] 石栗龍彦
12,6,12,スマートマルシェ,牝4,55,大野拓弥,1:11.5,クビ,7.4,4,482(0),[東] 加藤征弘
13,3,5,アメリカンツイスト,セ5,57,北村宏司,1:11.6,クビ,6.6,3,478(-4),[東] 中舘英二
14,6,11,フォーティプリンス,牡6,54,小林凌大,1:12.1,3,225.7,16,488(+4),[東] 小西一男
15,7,13,ロマンチスト,牡7,57,ヒューイ,1:12.8,4,18.9,8,528(-2),[西] 浜田多実
16,3,6,ポッドグレイシー,牡5,57,菅原隆一,1:14.2,8,198.9,15,504(-13),[東] 小野次郎
