着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,6,12,ラージヒル,牡4,56,大野拓弥,1:53.4,,3.3,1,486(+14),[東] 林徹
2,5,10,ハイアーグラウンド,セ6,57,野中悠太,1:53.5,1/2,60.3,11,520(+8),[東] 大和田成
3,5,9,アルーフクライ,牡6,57,石橋脩,1:53.8,1.3/4,16.6,7,492(+4),[東] 宗像義忠
4,4,7,セイウンオフロード,牡4,56,津村明秀,1:53.9,1/2,6.6,3,482(-4),[東] 矢野英一
5,2,4,タイキダイヤモンド,牡6,54,小林脩斗,1:54.2,1.3/4,88.6,13,486(+6),[東] 萱野浩二
6,8,15,カフェアトラス,牡5,57,北村宏司,1:54.4,1.1/4,71.6,12,528(+2),[東] 古賀慎明
7,8,16,ジュニエーブル,牡6,57,柴田善臣,1:54.4,ハナ,133.5,14,450(-4),[東] 南田美知
8,3,5,トーセンヴィータ,牡5,57,武藤雅,1:54.4,ハナ,12.0,6,542(+2),[東] 古賀慎明
9,3,6,デルマカルヴァドス,牡5,57,嶋田純次,1:54.5,クビ,36.2,9,500(-4),[東] 和田正一
10,6,11,ロードリバーサル,牡4,56,Ｍ．デム,1:54.5,ハナ,3.6,2,490(-2),[西] 藤岡健一
11,1,2,ミラクルブラッド,牝5,55,丹内祐次,1:54.5,ハナ,59.8,10,456(-4),[東] 相沢郁
12,2,3,レコンキスタ,牡6,57,ミナリク,1:54.8,1.3/4,23.4,8,502(+14),[東] 斎藤誠
13,4,8,レオアルティメット,牡5,57,木幡巧也,1:54.8,クビ,6.7,4,532(0),[東] 牧光二
14,1,1,リープリングスター,セ4,56,石川裕紀,1:55.5,4,10.6,5,548(-6),[東] 木村哲也
15,7,14,ハシカミ,牡7,57,横山和生,1:55.8,2,320.9,16,468(-6),[東] 小桧山悟
16,7,13,アルマユディト,牝5,55,武士沢友,1:56.9,7,268.7,15,490(-8),[東] 中舘英二
