着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,7,13,ベイビーボス,牡3,56,石橋脩,1:13.6,,3.0,1,450(0),[東] 矢野英一
2,5,9,ノーブルウルフ,牡3,56,武藤雅,1:13.9,1.3/4,11.5,4,482(0),[東] 久保田貴
3,5,10,ハイエストプレイズ,牝3,51,原優介,1:14.4,3,3.0,2,502(0),[東] 武井亮
4,2,4,クレインギフト,牝3,54,江田照男,1:14.5,クビ,27.1,8,468(0),[東] 中川公成
5,6,11,ラッシュワン,牡3,56,田辺裕信,1:14.7,1.1/4,5.7,3,478(0),[西] 牧浦充徳
6,7,14,ワンモアデイ,牝3,54,伊藤工真,1:14.8,1/2,103.2,12,436(0),[東] 林徹
7,1,2,デルマシルバー,牝3,54,的場勇人,1:15.5,4,34.7,9,438(0),[東] 的場均
8,8,15,デルマエメラルド,牝3,54,柴田善臣,1:15.6,1/2,146.2,15,418(0),[東] 天間昭一
9,6,12,セキトバ,牝3,54,岩部純二,1:16.1,3,112.6,14,528(0),[東] 南田美知
10,2,3,マイラニ,牝3,54,宮崎北斗,1:16.9,5,37.2,10,402(0),[東] 粕谷昌央
11,4,7,ロードヴィクトリー,牡3,56,ミナリク,1:16.9,クビ,12.2,5,506(0),[東] 斎藤誠
12,4,8,キセキガクル,牡3,56,福永祐一,1:17.1,1.1/4,14.1,6,488(0),[東] 加藤士津
13,8,16,フラワーカントリー,牝3,54,勝浦正樹,1:17.1,クビ,147.0,16,422(0),[東] 宗像義忠
14,1,1,トムピアーズ,牝3,54,内田博幸,1:19.0,大,98.7,11,480(0),[東] 田中清隆
15,3,5,ニシノシロイビジョ,牝3,54,野中悠太,1:19.7,4,111.1,13,494(0),[東] 加藤和宏
16,3,6,リアトリス,牝3,54,大野拓弥,1:19.7,クビ,24.1,7,506(0),[東] 高木登
