着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,5,6,フォルコメン,牡4,57,ルメール,1:35.5,,2.6,1,512(0),[東] 堀宣行
2,5,7,アビーム,牝5,55,武豊,1:35.9,2.1/2,6.9,3,472(+2),[東] 加藤征弘
3,7,11,ロザムール,牝4,55,北村宏司,1:35.9,クビ,10.5,7,482(0),[東] 上原博之
4,4,4,カルリーノ,牡4,57,三浦皇成,1:36.1,1.1/4,8.7,5,514(+4),[東] 高橋裕
5,6,8,ヘイワノツカイ,牡4,57,石橋脩,1:36.1,アタマ,7.7,4,460(0),[東] 相沢郁
6,2,2,リンシャンカイホウ,牡5,57,江田照男,1:36.2,1/2,39.8,8,458(+4),[東] 田中剛
7,7,10,ミモザイエロー,牝4,55,吉田豊,1:36.3,クビ,9.8,6,458(0),[東] 戸田博文
8,1,1,マイティーワークス,牝5,55,野中悠太,1:36.4,1/2,100.4,12,476(+2),[東] 菊川正達
9,8,13,サトノフォース,牡4,57,ヒューイ,1:36.6,1.1/4,5.4,2,458(-2),[東] 藤沢和雄
10,6,9,ロードプレミアム,牡7,57,石川裕紀,1:36.9,1.3/4,40.2,9,504(+4),[東] 斎藤誠
11,8,12,ロジスカーレット,牡5,57,田辺裕信,1:37.5,3.1/2,46.9,10,446(+8),[東] 国枝栄
12,3,3,ドウディ,牡6,57,柴田善臣,1:37.8,1.1/2,56.6,11,482(-2),[東] 小野次郎
13,4,5,クリップスプリンガ,牡6,57,木幡巧也,1:37.8,クビ,148.7,13,454(-2),[東] 岩戸孝樹
