着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,2,2,ブラックアウト,牡4,57,木幡巧也,1:10.6,,19.8,8,478(-1),[東] 岩戸孝樹
2,3,4,スマイルプリティ,牝6,55,宮崎北斗,1:10.6,アタマ,15.8,7,494(+2),[東] 本間忍
3,4,6,タマモキャペリン,牝4,55,武藤雅,1:11.0,2.1/2,3.1,1,458(0),[東] 水野貴広
4,7,12,コウユークロガヨカ,牡4,57,内田博幸,1:11.2,1.1/4,4.5,2,474(0),[東] 竹内正洋
5,4,7,シゲルルビー,牝4,52,小林凌大,1:11.5,1.3/4,33.6,10,490(-6),[東] 伊藤圭三
6,6,10,カガスター,牡5,55,木幡育也,1:11.8,1.1/2,97.9,13,456(+2),[東] 大江原哲
7,7,13,クラウンクラシック,牡5,57,野中悠太,1:11.9,1/2,6.7,3,482(-8),[東] 菊川正達
8,3,5,コスモクウェンチ,牡6,57,武士沢友,1:11.9,クビ,9.1,5,490(0),[東] 小桧山悟
9,8,14,シトラスノキセキ,牝4,55,ヒューイ,1:11.9,クビ,9.6,6,442(+2),[東] 加藤征弘
10,5,9,ガビーズメモリー,牝4,55,勝浦正樹,1:12.0,クビ,165.6,14,486(-6),[東] 藤原辰雄
11,2,3,テンモントム,牡4,57,黛弘人,1:12.3,2,51.9,11,468(+6),[東] 加藤和宏
12,8,15,ヨドノオーシャン,牡4,57,丹内祐次,1:12.5,1.1/2,25.9,9,440(+4),[東] 古賀史生
13,6,11,エルポルラド,牡5,57,江田照男,1:12.5,ハナ,186.1,15,472(-4),[東] 武藤善則
14,5,8,ロードレジェンド,牡5,55,団野大成,1:12.6,1/2,86.0,12,486(0),[東] 和田勇介
15,1,1,フォークアート,牝4,52,原優介,1:13.0,2.1/2,8.5,4,460(+10),[東] 武井亮
