着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,6,10,セイウンフォーカス,牡5,60,中村将之,3:17.7,,3.0,2,478(-6),[西] 宮本博
2,8,13,モルゲンロート,牡7,60,大庭和弥,3:17.9,1.1/2,4.3,3,492(+8),[東] 竹内正洋
3,1,1,シャリオヴァルト,セ7,60,金子光希,3:18.2,2,18.1,5,474(+18),[東] 尾関知人
4,8,14,トゥルーウインド,牡8,60,五十嵐雄,3:18.4,1,12.3,4,462(+10),[東] 田中剛
5,4,6,リボンナイト,牡6,60,田村太雅,3:18.7,2,2.8,1,452(+2),[西] 村山明
6,5,7,トップアスリート,牡4,59,西谷誠,3:19.0,1.3/4,21.2,7,472(-14),[西] 池添学
7,7,12,リセンティート,牡6,60,鈴木慶太,3:19.3,2,29.1,8,516(+8),[東] 尾形和幸
8,2,2,パレスハングリー,牝6,58,大江原圭,3:20.7,9,19.7,6,508(0),[東] 大江原哲
9,3,3,ゴルディアス,牡4,59,植野貴也,3:22.3,10,52.5,9,454(0),[西] 作田誠二
10,3,4,シゲルアミメキリン,牡6,60,伊藤工真,3:22.7,2.1/2,133.3,12,494(+6),[東] 蛯名利弘
11,4,5,マイネルベレーロ,牡6,60,草野太郎,3:25.9,大,78.0,11,516(+22),[東] 中野栄治
12,6,9,マリー,牝4,57,伴啓太,3:28.9,大,236.2,14,464(-8),[東] 堀井雅広
中,5,8,シンボリブーケ,牝6,58,江田勇亮,,,200.5,13,482(-2),[東] 石毛善彦
中,7,11,マイネルバッカーノ,牡4,59,山本康志,,,52.8,10,498(+2),[東] 松永康利
