着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,7,13,トーセンヴィータ,牡3,56,内田博幸,1:55.6,,2.1,1,530(+2),[東] 古賀慎明
2,5,9,ゲンパチカイナル,牡3,56,勝浦正樹,1:55.6,クビ,3.1,2,482(+4),[東] 田村康仁
3,8,15,セイカメテオライト,牡3,56,津村明秀,1:57.1,9,25.6,6,450(-2),[東] 相沢郁
4,6,11,ヒナイチカグラヤ,牡3,56,嘉藤貴行,1:57.4,1.1/2,83.1,13,500(+4),[東] 高橋文雅
5,7,14,エスケイファースト,牡3,56,横山和生,1:57.7,1.3/4,602.2,16,514(-6),[東] 小野次郎
6,1,1,タイセイカレッジ,牡3,56,大野拓弥,1:58.0,1.3/4,26.2,7,438(+2),[東] 奥村武
7,2,3,ドルチェラヴィータ,牝3,54,松岡正海,1:58.2,1.1/2,8.6,3,426(+4),[東] 中舘英二
8,1,2,モリトディライト,牡3,56,武士沢友,1:58.3,1/2,30.6,9,518(+2),[東] 水野貴広
9,4,7,コパノステラート,牝3,54,丹内祐次,1:58.4,クビ,22.3,5,478(-6),[東] 小島茂之
10,4,8,ハイタイド,牡3,56,戸崎圭太,1:58.9,3,11.4,4,464(-4),[東] 栗田徹
11,3,6,フジサンデルタ,牡3,56,ミナリク,1:59.0,クビ,66.6,11,490(-4),[東] 武市康男
12,6,12,ミヤコノオージ,牡3,56,田中勝春,1:59.1,3/4,63.0,10,474(-2),[東] 宗像義忠
13,3,5,マイネルリノセロス,牡3,56,宮崎北斗,1:59.4,1.3/4,219.1,14,460(+6),[東] 伊藤圭三
14,8,16,トサイチ,牡3,53,山田敬士,1:59.5,クビ,416.6,15,452(-6),[東] 小桧山悟
15,5,10,ムーンフォース,牡3,56,江田照男,2:00.2,4,74.5,12,502(0),[東] 岩戸孝樹
16,2,4,マイネルセッカ,牡3,56,柴田大知,2:01.2,6,27.0,8,442(0),[東] 大和田成
