着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,7,14,クレバージェット,牡3,56,石橋脩,1:10.6,,3.0,1,532(0),[東] 牧光二
2,1,1,タカミツリリー,牝3,54,勝浦正樹,1:10.8,1.1/4,10.4,5,446(-2),[東] 高橋裕
3,2,4,クォーターイモン,牡3,56,北村宏司,1:10.9,3/4,3.7,2,454(+8),[東] 小西一男
4,5,10,ベイスン,牡3,56,田辺裕信,1:11.0,3/4,6.8,4,480(-2),[東] 尾形和幸
5,8,16,シエルクレール,牝3,54,横山典弘,1:11.7,4,12.9,6,498(-6),[東] 尾関知人
6,1,2,カラフルワールド,牡3,56,松岡正海,1:11.8,3/4,273.5,14,434(+7),[東] 久保田貴
7,3,5,クルクルティンクル,牝3,54,嘉藤貴行,1:11.9,1/2,38.6,8,468(+8),[東] 田中清隆
8,5,9,ガブリエル,牡3,55,武藤雅,1:11.9,アタマ,26.2,7,466(+4),[東] 大和田成
9,3,6,エルディアマンテ,牝3,54,内田博幸,1:12.1,1,5.1,3,422(-8),[東] 国枝栄
10,6,11,シゲルレンコン,牡3,56,津村明秀,1:12.3,1.1/4,181.8,13,452(-4),[東] 松山将樹
11,7,13,オグマンテ,牡3,56,伊藤工真,1:12.4,1/2,80.4,11,518(+18),[東] 勢司和浩
12,6,12,グロウアイリス,牝3,53,木幡巧也,1:12.4,ハナ,44.0,9,406(+2),[東] 金成貴史
13,4,8,ニットウツバキ,牝3,54,柴田善臣,1:12.5,クビ,55.5,10,484(-2),[東] 高橋文雅
14,8,15,メロス,牡3,56,吉田隼人,1:12.9,2.1/2,300.0,15,446(-4),[東] 田中剛
15,2,3,ノーブルプロスパー,牝3,54,江田照男,1:13.0,3/4,521.8,16,452(-4),[東] 加藤和宏
16,4,7,ツァイトライゼ,牡3,56,柴田大知,1:14.4,9,133.5,12,448(+12),[東] 田島俊明
