着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,8,14,カワキタエンカ,牝4,53,池添謙一,1:49.0,,8.2,6,460(-8),[西] 浜田多実
2,4,6,フロンテアクイーン,牝5,54,北村宏司,1:49.1,1/2,5.5,2,474(+4),[東] 国枝栄
3,6,10,レイホーロマンス,牝5,52,岩崎翼,1:49.3,1.1/2,18.8,9,408(-12),[西] 橋田満
4,2,2,トーセンビクトリー,牝6,56,田辺裕信,1:49.3,アタマ,6.6,3,470(-8),[西] 角居勝彦
5,7,12,ブラックオニキス,牝4,53,松岡正海,1:49.4,クビ,77.8,13,422(+2),[東] 加藤和宏
6,5,8,ゲッカコウ,牝5,54,柴田大知,1:49.4,クビ,23.6,10,474(-4),[東] 高橋義博
7,4,5,キンショーユキヒメ,牝5,53,蛯名正義,1:49.5,クビ,18.5,8,512(-10),[西] 中村均
8,5,7,エンジェルフェイス,牝5,54,三浦皇成,1:49.5,クビ,10.3,7,502(-8),[西] 藤原英昭
9,3,3,バンゴール,牝6,53,石橋脩,1:49.6,クビ,41.4,11,438(+2),[東] 尾関知人
10,1,1,エテルナミノル,牝5,56,四位洋文,1:49.6,クビ,7.3,5,454(-4),[西] 本田優
11,7,11,ワンブレスアウェイ,牝5,54,戸崎圭太,1:49.6,ハナ,6.8,4,484(0),[東] 古賀慎明
12,3,4,マキシマムドパリ,牝6,56,藤岡佑介,1:49.7,クビ,4.9,1,450(-8),[西] 松元茂樹
13,6,9,シャルール,牝6,54,内田博幸,1:50.0,1.3/4,56.7,12,468(-2),[西] 松永幹夫
14,8,13,オートクレール,牝7,53,黛弘人,1:50.5,3,102.0,14,436(-2),[東] 中野栄治
