着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,5,9,ワイドリーザワン,牡6,57,横山和生,1:12.5,,5.1,3,458(+4),[東] 奥村武
2,8,15,エタニティーワルツ,牡5,57,西田雄一,1:12.5,クビ,25.3,10,498(-6),[東] 大和田成
3,5,10,カフェライジング,牡6,55,武藤雅,1:12.6,クビ,3.4,1,500(-2),[西] 松永幹夫
4,6,12,スズカゴーディー,牡4,57,内田博幸,1:12.9,1.3/4,4.4,2,482(-2),[東] 伊藤圭三
5,2,4,ナリノメジャー,牝4,55,北村宏司,1:12.9,アタマ,10.3,5,476(-2),[東] 上原博之
6,1,2,ヘルディン,牝4,55,丸山元気,1:13.0,1/2,21.4,8,430(+2),[東] 土田稔
7,6,11,フジゴウカイ,牡6,57,武士沢友,1:13.0,クビ,35.2,11,510(-6),[東] 高市圭二
8,1,1,ウサギノカケアシ,牡6,57,柴田大知,1:13.1,クビ,72.1,13,488(+6),[東] 星野忍
9,4,7,ドウカンヤマ,牡5,57,大野拓弥,1:13.1,ハナ,15.3,6,500(0),[東] 高木登
10,7,13,イアペトス,牡6,57,杉原誠人,1:13.1,ハナ,272.4,16,494(-8),[東] 武市康男
11,3,5,ラブターボ,牝5,52,藤田菜七,1:13.2,3/4,60.4,12,436(-10),[東] 竹内正洋
12,8,16,エビスリアン,牡5,57,ミナリク,1:13.6,2.1/2,8.4,4,478(+2),[東] 加藤征弘
13,3,6,マッジョネラ,セ4,54,菊沢一樹,1:13.8,1.1/4,23.0,9,496(0),[東] 菊沢隆徳
14,4,8,サレンティーナ,牡4,57,津村明秀,1:14.1,1.3/4,19.0,7,474(-8),[東] 萩原清
15,7,14,サウスキング,牡7,54,横山武史,1:14.2,3/4,122.1,15,484(0),[東] 久保田貴
16,2,3,サクラヴァローレ,牡7,57,勝浦正樹,1:18.2,大,92.6,14,508(-8),[東] 金成貴史
