着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,8,16,アルマユディト,牝3,53,松岡正海,1:11.4,,17.7,6,490(-6),[東] 中舘英二
2,7,13,タイガーヴォーグ,牡5,57,武豊,1:11.8,2.1/2,3.2,1,494(-2),[東] 鈴木伸尋
3,3,6,ランパク,牡3,55,三浦皇成,1:11.8,ハナ,4.9,3,494(+8),[東] 高木登
4,8,15,ノボベイビー,牡3,55,内田博幸,1:11.8,クビ,3.9,2,476(0),[東] 天間昭一
5,1,1,ガチコ,牝4,54,木幡巧也,1:12.4,3.1/2,82.2,12,466(+2),[東] 高橋文雅
6,6,12,ケイアイテディ,牡3,55,田辺裕信,1:12.5,3/4,9.3,5,458(-2),[東] 池上昌和
7,7,14,トウショウデュエル,牡6,57,大野拓弥,1:12.8,1.3/4,6.8,4,532(+6),[東] 杉浦宏昭
8,2,4,ウエスタンボルト,セ5,55,横山武史,1:12.9,1/2,53.9,11,462(+6),[東] 小野次郎
9,4,8,セレノグラフィー,セ5,57,丸田恭介,1:13.0,3/4,44.0,9,494(-4),[東] 大竹正博
10,1,2,シキシマ,牡3,52,山田敬士,1:13.1,クビ,256.2,16,480(+4),[東] 小桧山悟
11,6,11,セブンレジェンド,牡4,55,藤田菜七,1:13.1,アタマ,37.7,8,514(+2),[東] 本間忍
12,4,7,ユアザスター,牡5,57,北村宏司,1:13.3,1.1/4,17.7,7,502(-2),[東] 伊藤圭三
13,5,9,カナメ,牡3,55,柴山雄一,1:13.6,1.3/4,48.5,10,524(-6),[東] 伊藤大士
14,5,10,サコウイッパク,牡4,57,田中勝春,1:13.6,クビ,255.9,15,500(+2),[東] 的場均
15,2,3,オレオールカフェ,牡5,55,菊沢一樹,1:14.1,3,202.8,14,466(-6),[東] 和田勇介
16,3,5,キョウエイオビエド,牡3,55,柴田大知,1:14.7,3.1/2,113.8,13,470(0),[東] 勢司和浩
