着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,8,15,キュアン,牡2,55,田辺裕信,1:57.9,,4.2,3,514(+4),[東] 林徹
2,5,10,アシャカトブ,牡2,54,武藤雅,1:58.1,1.1/2,3.4,2,496(+4),[東] 小笠倫弘
3,3,6,マノアフォールズ,牡2,55,Ｃ．デム,1:58.2,3/4,2.4,1,456(+2),[東] 斎藤誠
4,2,3,コスモアニモーソ,牡2,55,嘉藤貴行,1:58.9,4,11.5,4,454(+2),[東] 田中清隆
5,7,13,ベルウッドカザン,牡2,55,黛弘人,1:59.0,1/2,124.4,11,498(+10),[東] 和田雄二
6,2,4,ロネガン,牡2,55,丹内祐次,1:59.7,4,104.8,9,516(-2),[東] 和田雄二
7,7,14,ボーンインメイ,牝2,54,柴田大知,2:00.0,2,69.0,6,428(-4),[東] 金成貴史
8,5,9,タイムアクシス,牝2,54,宮崎北斗,2:00.1,1/2,79.9,7,460(+8),[東] 青木孝文
9,1,1,ロマンチョウサン,牝2,54,松岡正海,2:00.2,クビ,87.3,8,440(+6),[東] 松永康利
10,4,7,フライトストリーム,牡2,55,アヴドゥ,2:00.4,1,12.9,5,472(+6),[東] 高柳瑞樹
11,6,11,アスカエンペラー,牡2,52,野中悠太,2:00.5,3/4,171.9,12,474(0),[東] 本間忍
12,8,16,パーティーアニマル,牡2,54,木幡巧也,2:01.0,3,224.0,13,442(+2),[東] 伊藤伸一
13,3,5,トモジャナイト,牡2,55,石川裕紀,2:01.7,4,121.8,10,508(+8),[東] 加藤和宏
14,4,8,クリキンツバ,牝2,54,武士沢友,2:02.3,3.1/2,472.8,16,466(0),[東] 星野忍
15,1,2,サンマッキニー,牡2,55,嶋田純次,2:02.5,1,244.5,14,458(+6),[東] 高橋文雅
16,6,12,ラスティングライ,牡2,52,木幡育也,2:03.8,8,303.4,15,478(-10),[東] 佐藤吉勝
