着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,6,8,フェンドオフ,牡3,54,大野拓弥,1:53.0,,7.8,3,496(+24),[東] 斎藤誠
2,1,1,ネコワシ,牡3,54,柴田大知,1:53.3,1.3/4,9.2,5,504(0),[東] 星野忍
3,6,9,リセンティート,牡4,57,丹内祐次,1:53.3,クビ,20.3,7,502(-10),[東] 尾形和幸
4,3,3,アポロリベリオン,牡5,57,ルメール,1:53.4,1/2,3.1,2,478(-8),[東] 栗田徹
5,5,7,クリップスプリンガ,牡4,56,木幡巧也,1:53.6,1,43.9,9,438(-4),[東] 岩戸孝樹
6,5,6,エクレアハンター,セ3,54,石橋脩,1:53.8,1.1/4,9.0,4,448(-4),[東] 大和田成
7,2,2,ハートオブスワロー,牝4,55,武士沢友,1:54.0,1.1/2,28.9,8,432(0),[東] 粕谷昌央
8,8,13,ロジペルレスト,牡3,54,田辺裕信,1:54.3,2,2.5,1,514(-4),[東] 大竹正博
9,7,10,アクアリオ,牝4,55,北村宏司,1:54.7,2.1/2,63.4,10,450(+2),[東] 田島俊明
10,4,4,ワイルドソング,牡4,54,山田敬士,1:54.8,1/2,124.0,12,530(+4),[東] 古賀史生
11,4,5,ケイツーマルク,牡4,57,嘉藤貴行,1:55.5,4,487.3,13,492(+2),[東] 柴田政人
12,7,11,パフォーム,牝4,55,宮崎北斗,1:56.1,3.1/2,82.9,11,448(-2),[東] 相沢郁
13,8,12,ヒシデルマー,牡4,57,津村明秀,1:57.2,7,17.1,6,528(-2),[東] 牧光二
