着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,3,4,エンパイアステート,セ5,57,嘉藤貴行,1:54.3,,5.9,3,506(-2),[東] 高柳瑞樹
2,4,6,ベラポーサ,牝5,55,石橋脩,1:54.9,3.1/2,9.9,5,500(-4),[東] 堀宣行
3,6,10,ディアシューター,牡4,57,大野拓弥,1:55.0,クビ,3.2,2,502(-2),[東] 高木登
4,2,2,セガールモチンモク,セ4,57,戸崎圭太,1:55.0,クビ,2.9,1,478(-4),[東] 粕谷昌央
5,5,7,マハロ,牡4,57,内田博幸,1:55.1,クビ,81.9,11,492(-6),[東] 武市康男
6,7,11,リパーカッション,牡4,57,江田照男,1:56.2,7,63.6,10,504(0),[東] 牧光二
7,5,8,アオスタ,セ4,57,津村明秀,1:56.2,ハナ,18.3,6,508(+2),[東] 古賀慎明
8,6,9,ロードブレイク,牡4,57,吉田隼人,1:57.0,5,6.5,4,490(0),[東] 岩戸孝樹
9,3,3,マツリダウメキチ,牡4,57,勝浦正樹,1:57.2,1.1/4,58.8,9,492(+6),[東] 国枝栄
10,7,12,ゴールドスカル,牡4,57,松岡正海,1:57.5,2,22.2,7,480(-11),[東] 武井亮
11,8,13,セラファン,牝4,54,井上敏樹,1:57.8,1.3/4,108.5,12,486(-4),[東] 相沢郁
12,4,5,ショウナンハドル,牡4,57,ミナリク,1:57.9,クビ,52.6,8,472(+2),[東] 勢司和浩
13,8,14,エドノライト,牝4,52,野中悠太,2:00.1,大,344.6,14,516(+6),[東] 松山将樹
14,1,1,サバイバルチャンス,牡4,54,山田敬士,2:00.3,1,207.0,13,488(+14),[東] 根本康広
