着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,5,9,シールート,牡3,56,内田博幸,1:58.3,,1.8,1,496(0),[東] 古賀慎明
2,7,14,ネオバスティーユ,牡3,56,戸崎圭太,1:58.9,3.1/2,6.9,3,484(0),[西] 牧浦充徳
3,1,1,ヤマニンウリエル,牡3,56,黛弘人,1:58.9,ハナ,190.1,14,480(0),[東] 黒岩陽一
4,3,5,ビドウ,牝3,54,津村明秀,1:59.1,1.1/2,22.3,7,422(0),[東] 尾関知人
5,2,3,マイネルトワイス,牡3,56,柴田大知,1:59.2,3/4,10.6,4,514(0),[東] 尾関知人
6,2,4,ロンサール,牡3,56,丹内祐次,1:59.3,クビ,32.2,9,430(0),[東] 尾形和幸
7,4,8,アイアムオパール,牝3,54,嘉藤貴行,1:59.6,2,18.0,6,478(0),[東] 奥平雅士
8,8,15,ブローインバブルス,牡3,56,ミナリク,2:00.3,4,5.5,2,478(0),[東] 加藤征弘
9,3,6,マチコウバ,牡3,56,柴田善臣,2:00.4,1/2,16.7,5,470(0),[東] 菊川正達
10,1,2,スノービスケット,牝3,54,丸田恭介,2:00.6,1.1/4,71.3,12,470(0),[東] 竹内正洋
11,6,12,ムーンケリー,牡3,56,宮崎北斗,2:00.7,クビ,41.9,10,512(0),[東] 中川公成
12,7,13,プレシャステソーロ,牡3,56,吉田隼人,2:01.6,5,73.1,13,474(0),[東] 畠山吉宏
13,8,16,ディーズエフォート,牝3,54,村田一誠,2:03.6,大,31.1,8,450(0),[東] 藤原辰雄
14,6,11,コトブキポインター,牡3,56,勝浦正樹,2:04.2,3.1/2,214.3,15,432(0),[東] 松山将樹
15,4,7,カゼニタツ,牝3,54,大野拓弥,2:06.0,大,60.0,11,520(0),[東] 松山将樹
中,5,10,カズノグリン,牡3,56,武士沢友,,,356.3,16,496(0),[東] 小笠倫弘
