着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,3,5,カツジ,牡3,56,松山弘平,1:34.2,,4.0,2,478(-12),[西] 池添兼雄
2,8,14,ケイアイノーテック,牡3,56,戸崎圭太,1:34.2,アタマ,3.2,1,456(-12),[西] 平田修
3,2,2,デルタバローズ,牡3,56,大野拓弥,1:34.3,3/4,23.2,9,502(+4),[東] 堀宣行
4,2,3,ゴールドギア,牡3,56,武藤雅,1:34.3,ハナ,70.8,12,470(0),[東] 伊藤圭三
5,3,4,アイスフィヨルド,牡3,56,北村宏司,1:34.5,1.1/4,17.9,7,442(+2),[東] 武藤善則
6,6,10,ファストアプローチ,牡3,56,田辺裕信,1:34.5,クビ,9.9,5,544(+6),[東] 藤沢和雄
7,4,6,カシアス,牡3,56,浜中俊,1:34.6,1/2,6.9,3,478(-4),[西] 清水久詞
8,7,12,リョーノテソーロ,牡3,56,吉田隼人,1:34.8,1.1/2,7.3,4,514(+4),[東] 武井亮
9,4,7,エントシャイデン,牡3,56,田中勝春,1:35.0,1.1/4,35.1,10,458(-6),[西] 矢作芳人
10,1,1,コスモイグナーツ,牡3,56,柴田大知,1:35.1,1/2,50.3,11,462(+2),[東] 高橋祥泰
11,6,11,カイザーメランジェ,牡3,56,黛弘人,1:35.2,3/4,331.9,15,458(-4),[東] 中野栄治
12,5,9,イサチルルンルン,牝3,54,国分恭介,1:35.3,1/2,149.4,13,434(+6),[東] 竹内正洋
13,5,8,ラムセスバローズ,牡3,56,内田博幸,1:35.4,クビ,10.2,6,488(-10),[東] 木村哲也
14,7,13,ペイシャルアス,牝3,54,三浦皇成,1:35.6,1.1/4,227.0,14,478(+4),[西] 坂口正則
15,8,15,アンブロジオ,牡3,56,石橋脩,1:35.8,1.1/4,23.1,8,450(+2),[東] 菊沢隆徳
