着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,6,6,ハットラブ,牝4,55,横山典弘,1:11.3,,3.4,1,476(-4),[東] 菊沢隆徳
2,3,3,レレマーマ,牡6,57,内田博幸,1:11.7,2.1/2,3.4,2,536(+6),[東] 国枝栄
3,5,5,コパノリスボン,牡5,57,田辺裕信,1:11.7,ハナ,7.1,5,506(-6),[西] 村山明
4,1,1,アシャカダイキ,牝4,55,石橋脩,1:11.9,1.1/4,6.0,4,488(+2),[東] 鈴木伸尋
5,8,10,ヒカリマサムネ,牡8,57,江田照男,1:12.0,1/2,95.0,10,458(-10),[東] 池上昌和
6,7,8,スミレ,牝5,55,ミナリク,1:12.0,アタマ,13.9,6,460(0),[東] 加藤征弘
7,2,2,クワドループル,牡6,57,蛯名正義,1:12.2,1.1/4,25.8,8,504(0),[東] 小島太
8,8,9,モズワッショイ,牝5,55,北村宏司,1:12.2,クビ,20.0,7,424(-10),[西] 牧浦充徳
9,4,4,インディーズゲーム,牡10,57,田中勝春,1:12.5,1.3/4,45.9,9,488(+2),[東] 宗像義忠
10,7,7,スズカグラーテ,牝4,55,長岡禎仁,1:12.9,2.1/2,5.7,3,458(-4),[東] 柄崎孝
