着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,8,15,エコロディアマンテ,牡2,53,木幡巧也,1:13.6,,2.4,1,470(0),[東] 岩戸孝樹
2,3,6,キタノオドリコ,牝2,54,石川裕紀,1:13.7,3/4,16.1,6,488(+2),[東] 相沢郁
3,4,8,ニシノオウキ,牡2,54,田辺裕信,1:13.9,1.1/4,3.8,2,460(0),[東] 尾形和幸
4,6,11,ペイシャリルキス,牡2,51,山田敬士,1:14.1,1.1/4,5.7,3,452(+8),[東] 高市圭二
5,7,14,トモジャナイト,牡2,54,丹内祐次,1:14.1,ハナ,13.8,4,502(-4),[東] 加藤和宏
6,4,7,シゲルホタルイシ,牡2,54,武士沢友,1:14.2,1/2,29.3,8,472(-2),[東] 水野貴広
7,5,9,クリスタルボール,牝2,54,宮崎北斗,1:15.3,7,358.8,15,422(0),[東] 佐藤吉勝
8,2,4,ラブミーサアヤ,牝2,52,藤田菜七,1:15.4,1/2,20.0,7,470(+8),[東] 上原博之
9,7,13,パゴダ,牝2,54,杉原誠人,1:15.7,2,84.6,10,428(0),[東] 南田美知
10,6,12,ケンブリッジウィズ,牝2,52,横山武史,1:16.5,5,101.1,11,426(-2),[東] 石栗龍彦
11,1,2,ダンスナンバー,牝2,52,菊沢一樹,1:16.8,2,165.3,12,438(-4),[東] 和田正一
12,5,10,ミーラークルム,牝2,54,柴田大知,1:16.9,1/2,448.9,16,468(+4),[東] 田村康仁
13,2,3,ニシノサトル,牡2,54,丸山元気,1:17.4,3,216.1,14,454(-2),[東] 小桧山悟
14,1,1,フクノマーチ,牝2,51,木幡育也,1:17.6,1.1/4,46.3,9,448(-6),[東] 青木孝文
15,8,16,ベアラッキー,牝2,53,木幡初也,1:18.4,5,208.6,13,432(-2),[東] 杉浦宏昭
16,3,5,アイファーブリッジ,牝2,54,江田照男,1:19.2,5,14.9,5,412(+4),[東] 竹内正洋
