着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,6,12,ノボベイビー,牡3,56,森泰斗,1:13.2,,2.4,1,468(0),[東] 天間昭一
2,3,5,オペラカイジン,牡3,53,武藤雅,1:13.4,1.1/4,7.8,4,470(+16),[東] 小西一男
3,6,11,タイセイレーベン,牡3,56,柴田善臣,1:13.6,1.1/4,40.2,9,518(+2),[東] 菊川正達
4,2,3,グヴィアズダ,牡3,56,内田博幸,1:14.1,3,7.8,5,426(0),[東] 矢野英一
5,7,13,ニシノシノブ,牝3,54,江田照男,1:14.9,5,39.9,8,440(+4),[東] 本間忍
6,7,14,ツキミザケ,牝3,53,木幡初也,1:14.9,クビ,81.3,10,432(0),[東] 佐藤吉勝
7,2,4,ココアスナイン,牝3,54,柴田大知,1:15.3,2.1/2,4.0,2,494(0),[東] 牧光二
8,5,9,アテナリ,牝3,54,嘉藤貴行,1:15.3,クビ,33.3,6,470(-2),[東] 田島俊明
9,4,7,サンフレデリック,牡3,56,的場勇人,1:15.4,クビ,267.6,15,464(+4),[東] 的場均
10,1,2,ミストラル,牝3,54,大野拓弥,1:15.4,ハナ,37.7,7,456(-4),[東] 奥平雅士
11,5,10,ヤエノラピッド,牡3,56,二本柳壮,1:15.6,1,264.9,14,448(0),[東] 二本柳俊
12,3,6,ミヤビチーター,牡3,56,松岡正海,1:15.6,ハナ,5.1,3,470(+2),[東] 高橋文雅
13,8,15,ゴルゴンゾーラ,牝3,54,西田雄一,1:15.8,1.1/4,273.6,16,422(+8),[東] 星野忍
14,4,8,ダンディマジシャン,牡3,53,野中悠太,1:16.6,5,174.0,12,484(+4),[東] 和田正道
15,1,1,ポイズンピル,牡3,56,嶋田純次,1:16.9,2,181.6,13,448(+6),[東] 根本康広
16,8,16,キックオフ,牡3,56,西村太一,1:17.1,1.1/4,167.7,11,444(-2),[東] 和田正道
