着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,6,11,アルマスティング,牡2,55,田辺裕信,1:56.7,,3.3,2,494(0),[東] 田村康仁
2,7,13,タッチングムービー,牡2,55,内田博幸,1:57.2,3,13.1,4,522(0),[東] 奥村武
3,6,12,マイネルリッター,牡2,55,柴田大知,1:58.1,5,4.1,3,536(0),[東] 上原博之
4,3,5,カリスマサンボス,牡2,55,蛯名正義,1:58.1,クビ,16.8,6,556(0),[東] 中川公成
5,1,1,カネコメヒカル,牡2,55,松岡正海,1:58.2,クビ,48.9,9,466(0),[東] 高橋裕
6,8,15,ソレイケヤッコ,牝2,54,三浦皇成,1:58.5,2,37.7,8,498(0),[東] 奥平雅士
7,5,10,ビレッジベルベ,牝2,51,野中悠太,1:58.6,1/2,154.7,15,448(0),[東] 竹内正洋
8,4,7,クロヒョウ,牡2,55,丸山元気,1:59.0,2.1/2,16.1,5,472(0),[東] 小西一男
9,2,3,ララファル,牡2,55,大野拓弥,1:59.2,1,98.1,12,478(0),[東] 和田勇介
10,5,9,イワネコゴシキ,牡2,54,武藤雅,1:59.6,2.1/2,54.4,10,516(0),[東] 小笠倫弘
11,7,14,ヤシャジン,牡2,55,北村宏司,1:59.6,ハナ,67.6,11,538(0),[東] 勢司和浩
12,1,2,トーセンブロンクス,牡2,55,菅原隆一,1:59.7,1/2,188.1,16,474(0),[東] 柴田政人
13,8,16,レッドアデニウム,牝2,54,マーフィ,2:00.1,2.1/2,2.8,1,528(0),[東] 戸田博文
14,4,8,キシュウソレイユ,牝2,54,江田照男,2:01.2,7,113.7,13,464(0),[東] 本間忍
15,2,4,ダブルテイクアウト,牝2,54,石川裕紀,2:02.9,大,126.2,14,460(0),[東] 武市康男
中,3,6,バイプレーヤー,牡2,55,宮崎北斗,,,24.1,7,474(0),[東] 伊藤伸一
