着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,5,9,イノバティブ,牡4,57,勝浦正樹,1:08.6,,7.6,4,464(-2),[東] 相沢郁
2,7,14,シゲルタイガー,牡4,57,北村宏司,1:08.8,1.1/2,31.0,10,502(-12),[東] 伊藤圭三
3,2,3,ジュンザワールド,牡5,57,大野拓弥,1:08.9,クビ,10.3,5,530(-6),[東] 勢司和浩
4,4,8,ショウナンアエラ,牡4,57,吉田隼人,1:08.9,クビ,2.6,1,484(-6),[東] 奥村武
5,4,7,スペチアーレ,牝6,55,戸崎圭太,1:09.0,1/2,6.8,3,500(+10),[東] 矢野英一
6,1,1,ワイナルダム,牡4,57,松岡正海,1:09.1,1/2,4.6,2,460(0),[東] 水野貴広
7,3,5,ウインハートビート,牡5,57,ミナリク,1:09.2,1/2,42.3,11,494(-2),[西] 宮本博
8,5,10,オーバースペック,牡4,57,岩部純二,1:09.2,アタマ,103.3,12,492(-4),[東] 南田美知
9,2,4,シンフォニア,牝6,55,武藤雅,1:09.2,ハナ,115.7,13,500(+14),[東] 戸田博文
10,7,13,ダイイチターミナル,牡4,57,杉原誠人,1:09.2,クビ,131.2,14,454(-4),[東] 高市圭二
11,1,2,アイファープリティ,牝5,55,内田博幸,1:09.2,アタマ,13.7,6,450(0),[西] 鮫島一歩
12,6,11,シルヴァーコード,牝6,55,柴田大知,1:09.2,ハナ,158.4,15,482(-2),[東] 粕谷昌央
13,8,15,イリスファルコン,牝4,55,丸山元気,1:09.3,クビ,275.6,16,428(-4),[東] 南田美知
14,8,16,イキオイ,牡6,57,三浦皇成,1:09.5,1.1/2,24.8,8,450(-4),[東] 杉浦宏昭
15,3,6,トーホウハニー,牝6,55,蛯名正義,1:09.6,クビ,21.4,7,448(0),[東] 田中清隆
16,6,12,エナジータウン,牡6,57,藤岡康太,1:09.6,クビ,29.6,9,448(-8),[西] 藤岡健一
