着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,6,11,ディサイファ,牡6,57,四位洋文,1:59.0,,11.1,5,496(0),[東] 小島太
2,3,5,ヒットザターゲット,牡7,57,小牧太,1:59.0,アタマ,29.8,8,512(0),[西] 加藤敬二
3,3,4,ダービーフィズ,牡5,57,岩田康誠,1:59.0,アタマ,9.6,4,450(+2),[東] 小島太
4,5,8,ヤマカツエース,牡3,54,池添謙一,1:59.1,1/2,35.3,10,474(-4),[西] 池添兼雄
5,1,1,ラキシス,牝5,55,ルメール,1:59.2,クビ,3.4,2,476(-2),[西] 角居勝彦
6,4,7,ラストインパクト,牡5,57,川田将雅,1:59.2,ハナ,4.6,3,500(+8),[西] 松田博資
7,8,14,ハギノハイブリッド,牡4,57,福永祐一,1:59.3,3/4,21.2,7,446(0),[西] 松田国英
8,7,12,トーホウジャッカル,牡4,57,酒井学,1:59.5,1.1/2,2.9,1,486(+2),[西] 谷潔
9,7,13,トウケイヘイロー,牡6,57,柴田善臣,1:59.8,1.3/4,17.8,6,504(-2),[西] 清水久詞
10,8,15,サクラアルディート,牡7,57,戸崎圭太,1:59.8,クビ,105.2,11,478(0),[西] 岡田稲男
11,6,10,ハナズリベンジ,牝4,55,丸田恭介,2:00.1,1.3/4,262.6,12,492(+4),[西] 牧田和弥
12,4,6,サイモントルナーレ,牡9,57,三浦皇成,2:00.4,1.3/4,458.9,14,452(-2),[東] 田中清隆
13,2,2,フレージャパン,牡6,57,藤田伸二,2:00.5,3/4,307.2,13,468(-10),[西] 森秀行
14,5,9,ステラウインド,牡6,57,蛯名正義,2:01.1,3.1/2,30.3,9,486(+2),[東] 尾関知人
15,2,3,スワンボート,牡5,57,水口優也,2:02.1,6,510.8,15,470(+14),[東] 大江原哲
