着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,5,10,マスクゾロ,牡4,55,武豊,1:49.6,,2.9,1,530(-6),[西] 岡田稲男
2,3,5,スノーモンキー,牡5,55,福永祐一,1:49.6,クビ,14.2,5,448(0),[東] 相沢郁
3,3,6,メイショウスミトモ,牡4,53,古川吉洋,1:49.9,1.3/4,16.7,7,484(+4),[西] 南井克巳
4,5,9,キャニオンバレー,牝5,52,戸崎圭太,1:50.0,クビ,14.3,6,504(0),[西] 河内洋
5,4,7,ヒラボクプリンス,牡5,56,池添謙一,1:50.0,アタマ,7.7,4,498(0),[西] 加藤敬二
6,7,13,サイモンガーランド,牝6,53,酒井学,1:50.0,クビ,47.2,10,482(+4),[西] 梅田智之
7,1,2,ダノンバトゥーラ,牡4,55,浜中俊,1:50.0,ハナ,4.2,2,488(+12),[西] 角居勝彦
8,2,4,グレイレジェンド,牡7,54,小林徹弥,1:50.0,アタマ,67.5,12,480(0),[西] 松永幹夫
9,8,16,グレナディアーズ,牡4,56,北村友一,1:50.2,1.1/4,5.1,3,500(+8),[西] 音無秀孝
10,2,3,スピナッチ,牝4,51,藤田伸二,1:50.3,3/4,35.4,9,470(0),[西] 高野友和
11,6,12,スプリングシーズン,牡7,54,秋山真一,1:51.5,7,90.2,13,516(-8),[西] 西浦勝一
12,6,11,イースターパレード,セ6,55,太宰啓介,1:51.5,クビ,115.8,15,516(+6),[西] 平田修
13,1,1,グランフィデリオ,牡4,54,Ｍ．デム,1:51.6,1/2,24.5,8,440(+8),[西] 森秀行
14,7,14,マヤノクレド,牡7,53,岡田祥嗣,1:51.7,1/2,275.3,16,518(+8),[西] 西村真幸
15,4,8,アーバンレジェンド,牝5,53,四位洋文,1:52.6,5,64.3,11,460(-6),[西] 松田博資
16,8,15,ヒミノオオタカ,牡5,55,藤岡佑介,1:54.1,9,92.5,14,476(0),[西] 矢作芳人
