着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,6,11,プランスペスカ,牡5,54,武豊,2:29.0,,42.1,12,460(-2),[西] 松永昌博
2,2,2,エーシンハクリュー,牡5,55,幸英明,2:29.0,クビ,7.6,5,508(-4),[西] 藤岡健一
3,3,5,エーシングングン,牡6,55,酒井学,2:29.0,ハナ,22.2,7,484(+2),[西] 田所秀孝
4,2,3,アドマイヤケルソ,牡7,55,小牧太,2:29.2,1.1/2,24.0,8,480(-8),[西] 橋田満
5,7,12,マイネルアイザック,牡6,55,ルメール,2:29.4,3/4,5.2,2,454(-6),[西] 宮徹
6,1,1,タガノレイヨネ,牡6,53,太宰啓介,2:29.5,1/2,34.1,10,496(-8),[西] 本田優
7,4,6,ローゼンケーニッヒ,牡6,54,Ｍ．デム,2:29.8,1.3/4,25.0,9,474(0),[西] 橋口弘次
8,6,10,カンタベリーナイト,牡6,52,国分優作,2:30.1,1.3/4,74.1,14,508(+2),[東] 二本柳俊
9,5,9,ジャイアントリープ,牡5,55,福永祐一,2:30.7,3.1/2,6.8,4,516(+10),[西] 村山明
10,8,14,エーティータラント,牡5,55,藤岡佑介,2:30.8,1/2,4.1,1,500(-2),[西] 木原一良
11,3,4,モビール,牡7,56,浜中俊,2:31.3,3,7.9,6,466(-12),[東] 武市康男
12,7,13,サムソンズプライド,牡5,55,川田将雅,2:31.4,クビ,5.9,3,474(-4),[東] 杉浦宏昭
13,4,7,アイウォントユー,牡8,51,中谷雄太,2:31.8,2.1/2,150.4,15,464(-2),[西] 西村真幸
14,5,8,メジャープレゼンス,牡5,54,和田竜二,2:32.0,3/4,45.0,13,526(-8),[東] 田村康仁
15,8,15,アロヒラニ,牡6,54,北村友一,2:32.2,1.1/4,36.5,11,450(-10),[東] 久保田貴
