着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,6,8,ブランメジェール,牝5,55,大野拓弥,1:10.6,,4.9,2,476(-4),[東] 高木登
2,4,5,スズノフブキ,セ5,57,武士沢友,1:10.7,1/2,11.1,6,482(+4),[東] 高橋裕
3,7,10,スポーカンテソーロ,牝3,52,武藤雅,1:10.8,3/4,2.8,1,518(+2),[東] 加藤士津
4,5,6,ディナミーデン,牡4,57,田辺裕信,1:10.8,アタマ,17.0,7,472(+4),[東] 田島俊明
5,7,11,ステラストラータ,セ4,55,木幡育也,1:10.8,クビ,34.2,10,462(+2),[東] 大江原哲
6,1,1,チェルシーライオン,牡3,55,吉田隼人,1:10.9,クビ,18.4,8,480(+2),[西] 矢作芳人
7,3,3,ザベストエバー,牡5,57,内田博幸,1:11.2,2,8.4,5,460(-2),[東] 武井亮
8,8,13,トモジャドット,牡3,55,津村明秀,1:11.2,アタマ,6.1,3,546(+6),[東] 小笠倫弘
9,6,9,カウムディー,牝3,53,木幡初也,1:11.7,3,177.4,13,460(-2),[東] 小桧山悟
10,5,7,ダンホーキラー,牡3,55,三浦皇成,1:11.7,ハナ,7.5,4,448(+10),[東] 鹿戸雄一
11,8,12,タカラチーター,牡3,52,菅原明良,1:11.8,クビ,174.2,12,450(-6),[東] 藤原辰雄
12,2,2,ノボオリエンス,牝3,52,横山武史,1:12.1,2,30.6,9,464(+2),[東] 尾関知人
13,4,4,ケンブリッジビット,牝4,55,井上敏樹,1:12.2,1/2,105.5,11,472(+4),[東] 高橋義博
