着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,5,10,サトノブレイズ,牡4,57,戸崎圭太,1:12.2,,5.1,3,496(0),[東] 萩原清
2,4,8,ブランメジェール,牝5,55,大野拓弥,1:12.4,1.1/4,4.1,1,478(+4),[東] 高木登
3,3,6,コスモビスティー,牡4,57,丹内祐次,1:12.5,3/4,4.3,2,480(0),[東] 松山将樹
4,4,7,クラウンクラシック,牡4,54,菅原明良,1:12.6,3/4,7.4,5,482(-2),[東] 斎藤誠
5,7,14,エンパシー,牡5,57,蛯名正義,1:12.8,1.1/4,18.6,7,482(-6),[東] 中川公成
6,2,3,プリンセスヨウク,牝5,55,田辺裕信,1:13.2,2.1/2,29.7,8,452(+10),[東] 石栗龍彦
7,3,5,フクノヴァランス,牡4,57,江田照男,1:13.4,1.1/4,178.6,16,476(0),[東] 清水英克
8,6,11,メイプルグレイト,牡4,57,嘉藤貴行,1:13.5,3/4,59.6,11,504(-4),[東] 高市圭二
9,1,1,オープンザウェイ,セ7,55,野中悠太,1:13.5,ハナ,5.9,4,462(-8),[東] 田村康仁
10,6,12,セイウンデルレイ,牡4,57,武士沢友,1:13.6,クビ,52.6,10,500(0),[東] 深山雅史
10,7,13,シャイニングボルト,牡5,57,伊藤工真,1:13.6,同着,83.9,12,476(-2),[東] 勢司和浩
12,2,4,リーゼントシャルフ,牡5,57,松岡正海,1:13.9,1.3/4,31.3,9,472(-10),[東] 林徹
13,8,16,フィールザサンダー,牡5,56,武藤雅,1:13.9,アタマ,101.9,13,454(0),[東] 深山雅史
14,5,9,ジョリルミエール,牝4,55,黛弘人,1:14.2,1.3/4,160.0,15,424(-1),[東] 青木孝文
15,1,2,タマスカイブルー,牡4,57,石川裕紀,1:14.2,クビ,11.7,6,494(0),[東] 相沢郁
16,8,15,トップギア,牡4,57,伴啓太,1:14.2,アタマ,104.6,14,444(+2),[東] 小桧山悟
