着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,5,6,シティーオブスター,牡3,54,丸山元気,1:54.8,,2.7,1,492(-4),[東] 矢野英一
2,6,9,カウンターエア,牡3,54,津村明秀,1:55.0,1.1/4,25.7,8,558(+22),[東] 奥村武
3,7,11,ホウオウトゥルース,セ3,54,大野拓弥,1:55.2,1.1/2,5.0,2,480(-2),[東] 高木登
4,8,12,シセイタケル,牡4,57,吉田豊,1:55.4,1,12.2,6,468(+4),[東] 高橋文雅
5,4,5,ワンダーコノシュア,牡3,54,内田博幸,1:55.7,2,11.3,5,494(-2),[東] 斎藤誠
6,2,2,ダンスメーカー,牡4,56,武藤雅,1:55.8,クビ,5.8,3,482(+2),[東] 戸田博文
7,4,4,エグジットラック,牡5,57,勝浦正樹,1:55.8,クビ,30.4,10,512(0),[東] 田村康仁
8,3,3,ヒロノワカムシャ,セ5,57,江田照男,1:55.9,1/2,34.4,12,484(+2),[東] 石栗龍彦
9,8,13,オンワードセルフ,牡3,54,戸崎圭太,1:56.2,1.3/4,32.2,11,478(+12),[西] 村山明
10,1,1,アイヅリュウコ,牡3,54,杉原誠人,1:56.2,クビ,19.0,7,474(+4),[東] 小笠倫弘
11,5,7,パシージョ,牡3,51,菅原明良,1:56.5,2,29.5,9,458(-10),[東] 田中博康
12,6,8,レオ,牡3,54,三浦皇成,1:57.5,6,7.8,4,528(+16),[東] 伊藤大士
13,7,10,エンドゾーンダンス,牡4,54,藤田菜七,1:58.8,8,128.2,13,472(+8),[東] 中野栄治
