着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,6,12,アメイズミー,牡5,57,菱田裕二,1:11.6,,15.0,7,466(0),[東] 栗田博憲
2,5,10,アースヴィグラス,牝5,55,横山典弘,1:11.6,クビ,18.8,8,470(0),[東] 粕谷昌央
3,1,2,アストロローグ,セ4,53,野中悠太,1:11.7,1/2,13.2,6,494(+2),[東] 武井亮
4,8,15,ロトヴィグラス,牡4,54,横山武史,1:11.9,1.1/4,6.4,3,476(+6),[東] 高市圭二
5,3,5,ジョワイユ,牝5,55,大野拓弥,1:12.1,1.1/4,7.6,4,462(0),[東] 高木登
6,7,13,ライバーバード,牡5,57,内田博幸,1:12.2,1/2,2.5,1,514(+16),[東] 手塚貴久
7,4,7,テンプルツリー,牝6,55,丸山元気,1:12.3,クビ,53.6,10,466(+2),[東] 栗田博憲
8,2,3,オールデン,牡5,57,田辺裕信,1:12.5,1.1/4,5.4,2,462(+8),[東] 小西一男
9,3,6,コスモフォーミュラ,牝4,54,柴田大知,1:13.0,3,242.7,13,468(-6),[東] 菊川正達
10,2,4,サウンドオブビット,牡6,57,丸田恭介,1:13.1,3/4,359.8,15,462(+4),[東] 松永康利
11,6,11,フクノヴァランス,牡4,56,江田照男,1:13.2,クビ,224.6,12,478(-12),[東] 清水英克
12,7,14,スズカプリティー,牝8,55,村田一誠,1:13.7,3,737.8,16,488(+12),[東] 柄崎孝
13,5,9,ハルメキ,牝4,51,木幡育也,1:13.7,アタマ,53.3,9,450(-11),[東] 伊藤正徳
14,1,1,ディアアルム,牝4,54,武士沢友,1:13.8,3/4,284.2,14,432(-15),[東] 小桧山悟
15,4,8,ベイビーキャズ,牡4,56,丹内祐次,1:13.9,1/2,175.6,11,478(+24),[東] 矢野英一
中,8,16,クレバージェット,牡4,55,木幡巧也,,,7.6,5,540(+8),[東] 牧光二
