着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,6,6,ブランクエンド,牡3,54,田辺裕信,1:47.1,,2.7,1,468(-6),[東] 加藤征弘
2,2,2,カナロアガール,牝3,52,北村宏司,1:47.4,2,8.8,5,460(0),[東] 田村康仁
3,4,4,ナックゼウス,牡3,54,戸崎圭太,1:47.4,ハナ,5.8,4,474(-4),[東] 杉浦宏昭
4,3,3,アピールバイオ,牝5,55,木幡巧也,1:47.5,1/2,55.4,7,456(-2),[東] 牧光二
5,7,7,プロトスター,セ4,57,吉田豊,1:47.7,1.1/2,18.4,6,472(0),[東] 戸田博文
6,5,5,マイネルミュトス,牡3,53,野中悠太,1:47.7,アタマ,2.9,2,470(+6),[東] 鹿戸雄一
7,8,10,アルママ,牡3,54,柴田大知,1:47.8,1/2,5.8,3,446(+8),[東] 畠山吉宏
8,7,8,シャイニードライヴ,セ5,54,菅原明良,1:48.0,1,116.7,9,444(+8),[東] 佐藤吉勝
9,1,1,ジャスパーゲラン,牡4,54,山田敬士,1:48.4,2.1/2,187.3,10,488(-8),[東] 的場均
10,8,9,サクラトスカーナ,牝3,51,武藤雅,1:48.6,1.1/4,68.4,8,450(-12),[東] 尾関知人
