着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,4,7,ジャパンスウェプト,牡3,56,戸崎圭太,1:11.7,,3.2,1,432(-6),[東] 古賀慎明
2,1,1,サニーストーム,牝3,54,Ｍ．デム,1:11.8,3/4,3.6,2,446(+4),[東] 加藤征弘
3,2,3,オルダージュ,牡3,56,北村宏司,1:12.0,1.1/4,23.3,7,474(+2),[東] 青木孝文
4,3,6,ニシノコトダマ,牡3,56,津村明秀,1:12.1,1/2,7.3,4,510(+4),[東] 手塚貴久
5,7,14,ペイシャリルキス,牡3,53,山田敬士,1:12.1,クビ,4.3,3,480(-2),[東] 高市圭二
6,5,9,リンノティアラ,牝3,54,黛弘人,1:12.2,3/4,643.8,16,410(-6),[東] 中野栄治
7,3,5,サリーバランセ,牝3,54,石橋脩,1:12.3,1/2,16.0,5,466(+2),[東] 鈴木伸尋
8,5,10,プロトイチバンボシ,牡3,56,内田博幸,1:12.4,1/2,94.4,13,484(-10),[東] 浅野洋一
9,8,15,オールミラージュ,牡3,53,木幡育也,1:12.6,3/4,239.1,15,448(-6),[東] 伊藤正徳
10,4,8,ニヴィアン,牝3,54,石川裕紀,1:12.7,1/2,34.9,9,464(-2),[東] 高柳瑞樹
11,7,13,エルピド,牡3,56,勝浦正樹,1:12.7,ハナ,173.4,14,472(+14),[東] 田村康仁
12,6,11,ユニキャラ,牝3,52,野中悠太,1:12.8,クビ,36.4,10,486(+8),[西] 中竹和也
13,6,12,アキンド,牡3,56,田辺裕信,1:13.4,3.1/2,87.4,12,494(-8),[東] 粕谷昌央
14,8,16,タイセイスパーブ,牡3,56,ミナリク,1:13.4,クビ,17.1,6,480(+4),[東] 青木孝文
15,2,4,ダウンタウンプリマ,牝3,54,大野拓弥,1:13.7,1.3/4,30.7,8,448(-4),[東] 斎藤誠
16,1,2,テンブン,牝3,52,菊沢一樹,1:14.1,2.1/2,59.3,11,490(+8),[東] 菊沢隆徳
