着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,4,7,アッシャムス,牝3,54,三浦皇成,1:14.6,,3.0,1,484(0),[東] 武井亮
2,2,4,ナムラジョニー,牡3,56,石橋脩,1:14.7,3/4,3.8,2,508(0),[東] 大和田成
3,6,11,ルナフラッシュ,牝3,54,ミナリク,1:14.9,1.1/4,12.9,5,442(0),[東] 武藤善則
4,7,14,ゴールドプラネット,牝3,54,田中勝春,1:14.9,クビ,100.5,12,480(0),[東] 宗像義忠
5,8,16,ラキウラ,牡3,56,北村宏司,1:14.9,ハナ,24.0,7,460(0),[東] 粕谷昌央
6,1,1,ストイクス,牝3,54,Ｍ．デム,1:15.0,3/4,4.7,3,408(0),[東] 加藤征弘
7,5,10,ヴァージンビート,牝3,54,武士沢友,1:15.1,クビ,36.6,9,484(0),[東] 田島俊明
8,1,2,ソダネー,牝3,54,横山和生,1:15.5,2.1/2,44.6,10,428(0),[東] 小野次郎
9,2,3,パイカジ,牝3,52,野中悠太,1:15.9,2.1/2,23.6,6,460(0),[東] 伊藤大士
10,8,15,セドゥ,牝3,52,菊沢一樹,1:16.1,1.1/2,102.6,13,434(0),[東] 松山将樹
11,3,6,スプーンミー,牝3,51,山田敬士,1:16.2,1/2,141.2,15,436(0),[東] 蛯名利弘
12,7,13,ローレルリース,牝3,54,田辺裕信,1:16.4,1,6.7,4,504(0),[東] 小島茂之
13,3,5,タイセイブランシュ,牝3,54,江田照男,1:16.7,1.3/4,103.2,14,454(0),[東] 新開幸一
14,5,9,エメラルドアゲン,牝3,53,木幡巧也,1:16.8,クビ,32.1,8,468(0),[東] 岩戸孝樹
15,6,12,サンマッカレン,牝3,54,小島太一,1:18.2,8,76.4,11,404(0),[東] 清水英克
16,4,8,エリーブリーズ,牝3,54,大庭和弥,1:18.6,2.1/2,215.6,16,424(0),[東] 石毛善彦
