着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,2,3,ジャスパープリンス,牡4,56,武豊,1:10.6,,4.8,2,478(+4),[西] 森秀行
2,6,12,スズカゴーディー,牡5,57,田辺裕信,1:11.0,2.1/2,5.6,4,480(-6),[東] 伊藤圭三
3,5,10,ヤサシサ,牝5,55,マーフィ,1:11.0,クビ,2.9,1,496(-6),[西] 奥村豊
4,3,6,ディーズフェイク,牝4,54,柴田善臣,1:11.1,1/2,19.5,8,476(+2),[東] 藤原辰雄
5,1,1,サクレディーヴァ,牝6,55,ミナリク,1:11.2,クビ,5.0,3,516(+2),[東] 加藤征弘
6,7,14,メンデンホール,牝6,55,大野拓弥,1:11.4,1.1/4,38.4,9,498(+10),[東] 和田勇介
7,8,15,ミヤギウイング,牝4,54,勝浦正樹,1:11.4,アタマ,14.0,5,496(+2),[東] 田村康仁
8,4,7,スーパーモリオン,牡5,57,戸崎圭太,1:11.4,アタマ,17.4,6,512(-4),[西] 浅見秀一
9,2,4,アナザーバージョン,セ8,57,ブロンデ,1:11.6,1.1/4,19.4,7,478(0),[東] 久保田貴
10,7,13,ニシノオリーブ,牝4,53,武藤雅,1:11.9,1.3/4,56.4,12,456(-2),[東] 武藤善則
11,5,9,クリノレオノール,牝5,55,嶋田純次,1:12.2,1.3/4,298.0,15,472(+20),[東] 星野忍
12,3,5,ソルプレーサ,牡7,57,西田雄一,1:12.2,アタマ,49.9,10,538(+8),[東] 堀井雅広
13,6,11,スズカプリオール,牡8,54,木幡育也,1:12.2,クビ,375.8,16,512(+18),[東] 柄崎孝
14,8,16,コウユーホクト,牡4,55,藤田菜七,1:12.4,1.1/4,54.1,11,522(+8),[東] 竹内正洋
15,4,8,カワキタピリカ,牡6,57,和田竜二,1:12.5,クビ,151.2,14,512(+6),[東] 武市康男
16,1,2,イザ,牡6,55,横山武史,1:12.8,2,95.8,13,506(0),[東] 高柳瑞樹
