着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,7,14,ブリングイットオン,牝3,54,柴田大知,1:09.2,,33.7,10,422(-6),[西] 宮徹
2,8,15,ヴォイスオブジョイ,牝3,54,マーフィ,1:09.2,アタマ,33.4,9,440(-4),[東] 水野貴広
3,3,6,フィルムフェスト,牝3,54,ルメール,1:09.2,ハナ,2.5,1,428(0),[東] 尾関知人
4,5,10,カステヘルミ,牝3,54,津村明秀,1:09.2,クビ,8.5,3,426(-6),[東] 岩戸孝樹
5,5,9,タマモメイトウ,牡3,56,戸崎圭太,1:09.4,3/4,23.4,6,484(0),[西] 藤岡健一
6,2,3,マーマレードガール,牝3,51,野中悠太,1:09.4,ハナ,49.8,12,458(+2),[東] 中野栄治
7,7,13,ナーゲルリング,牝3,54,丹内祐次,1:09.5,1/2,109.9,13,450(+4),[東] 伊藤圭三
8,2,4,ナタラディーヴァ,牝3,54,丸山元気,1:09.6,1/2,26.9,7,442(+4),[東] 武藤善則
9,4,8,ザイツィンガー,牡3,56,大野拓弥,1:09.8,1.1/4,35.8,11,432(+6),[西] 牧田和弥
10,3,5,ヴァルドワーズ,牝3,54,石橋脩,1:09.8,アタマ,12.9,5,444(0),[東] 和田正一
11,6,11,ヤマチョウヴォイス,牡3,56,石川裕紀,1:09.8,クビ,32.0,8,452(+8),[東] 相沢郁
12,6,12,ナムラカメタロー,牡3,56,ミナリク,1:10.1,1.3/4,8.9,4,490(-8),[東] 谷原義明
13,1,1,ルマーカーブル,牡3,56,三浦皇成,1:10.2,3/4,3.2,2,518(+2),[東] 南田美知
14,1,2,タイドオブハピネス,牡3,54,横山武史,1:10.3,クビ,196.5,14,462(+2),[東] 黒岩陽一
15,8,16,テンモントム,牡3,56,田辺裕信,1:10.3,ハナ,248.2,15,454(+10),[東] 加藤和宏
16,4,7,サパムーカンチャイ,牝3,54,杉原誠人,1:10.5,1.1/4,330.4,16,450(+6),[東] 田中清隆
