着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,3,5,ザディファレンス,牡3,54,野中悠太,1:12.3,,28.1,8,480(+28),[東] 相沢郁
2,7,14,ケイアイビリジアン,牡3,56,大野拓弥,1:12.5,1,2.2,1,504(+2),[東] 奥平雅士
3,5,10,クールティアラ,牝3,54,津村明秀,1:12.5,クビ,3.6,2,472(+4),[東] 矢野英一
4,1,2,コパノサンデー,セ3,56,田辺裕信,1:13.6,7,45.8,9,434(0),[東] 和田勇介
5,8,16,タイムアクシス,牝3,51,山田敬士,1:13.7,3/4,21.6,5,462(+2),[東] 青木孝文
6,6,11,ツウカイステラ,牝3,54,石川裕紀,1:14.2,3,21.3,4,460(+2),[東] 小笠倫弘
7,4,7,サトノジョニー,牡3,56,松岡正海,1:14.2,アタマ,22.2,6,502(-10),[東] 田中剛
8,7,13,ノーブルヘリオス,牡3,56,柴田善臣,1:14.2,アタマ,65.3,10,440(0),[東] 水野貴広
9,2,3,イッツザファースト,牡3,56,ミナリク,1:14.2,ハナ,3.9,3,482(-6),[東] 菊川正達
10,8,15,マースルマン,牡3,56,伊藤工真,1:14.4,3/4,104.3,11,448(+6),[東] 林徹
11,1,1,チェリーマドンナ,牝3,54,丸山元気,1:14.5,3/4,25.4,7,442(0),[東] 小西一男
12,3,6,クリノリトルスター,牝3,54,伴啓太,1:14.7,1.1/4,142.3,13,408(-2),[東] 星野忍
13,2,4,シゲルブドウセキ,牡3,56,江田照男,1:14.8,3/4,257.9,14,468(0),[東] 高橋裕
14,5,9,ハッピーアモン,牝3,54,北村宏司,1:15.4,3.1/2,126.9,12,452(-10),[東] 谷原義明
15,6,12,マンゴープリン,牝3,54,大庭和弥,1:15.4,アタマ,419.8,16,432(-2),[東] 石毛善彦
16,4,8,ブルーアトール,牝3,54,岩部純二,1:16.0,3.1/2,402.7,15,430(+2),[東] 萱野浩二
