着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,3,4,アポロニケ,牝2,54,木幡巧也,1:09.5,,4.4,1,458(0),[東] 岩戸孝樹
2,7,13,クイックレス,牝2,54,三浦皇成,1:09.6,1/2,7.1,4,454(0),[東] 中舘英二
3,2,2,ミツカネショコラ,牝2,54,武士沢友,1:10.1,3,50.5,11,408(0),[東] 清水英克
4,8,14,ファクタークニアキ,牡2,54,吉田豊,1:10.5,2.1/2,6.2,3,456(0),[東] 土田稔
5,4,7,ロマンスピネル,牝2,54,柴田善臣,1:10.6,1/2,14.0,7,432(0),[東] 田中剛
6,3,5,リッチクレマチス,牝2,51,山田敬士,1:10.6,アタマ,12.6,6,440(0),[東] 青木孝文
7,5,8,リオマッジョーレ,牝2,53,武藤雅,1:10.7,1/2,59.3,12,436(0),[東] 竹内正洋
8,1,1,コーリンマジェリー,牝2,54,石川裕紀,1:10.7,クビ,30.7,10,450(0),[東] 小野次郎
8,7,12,ヨモギ,牝2,54,田辺裕信,1:10.7,同着,5.2,2,422(0),[東] 伊藤圭三
10,8,15,ダイチヴィット,牡2,54,江田照男,1:10.7,クビ,67.4,13,430(0),[東] 竹内正洋
11,6,11,リトルウィジー,牝2,51,藤田菜七,1:11.2,3,25.2,8,400(0),[東] 中野栄治
12,6,10,カイトガイア,牝2,51,菅原明良,1:11.5,1.3/4,7.1,5,456(0),[東] 武市康男
13,4,6,フレンドワールド,牝2,54,内田博幸,1:11.7,1.1/4,110.9,15,442(0),[東] 南田美知
14,2,3,ニシノジェイピー,牡2,54,勝浦正樹,1:12.1,2.1/2,30.4,9,428(0),[東] 田村康仁
15,5,9,ユアオーダー,牝2,54,丹内祐次,1:12.7,4,82.8,14,452(0),[東] 松永康利
