着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,4,4,コントラチェック,牝3,54,丸山元気,1:47.4,,2.8,2,466(0),[東] 藤沢和雄
2,5,7,エールヴォア,牝3,54,Ｍ．デム,1:47.8,2.1/2,2.3,1,510(+4),[西] 橋口慎介
3,7,10,ランブリングアレー,牝3,54,浜中俊,1:47.8,ハナ,17.3,5,470(+6),[西] 友道康夫
4,2,2,シャドウディーヴァ,牝3,54,岩田康誠,1:48.1,1.3/4,9.9,3,466(-2),[東] 斎藤誠
5,6,8,ジョディー,牝3,54,吉田豊,1:48.3,1.1/4,29.4,8,472(-4),[東] 戸田博文
6,8,12,アイリスフィール,牝3,54,石橋脩,1:48.5,1.1/2,38.8,10,438(-10),[東] 相沢郁
7,8,13,フラル,牝3,54,ミナリク,1:48.7,1,190.3,13,448(0),[西] 北出成人
8,6,9,レオンドーロ,牝3,54,柴田大知,1:48.7,クビ,19.8,6,456(+6),[東] 伊藤大士
9,3,3,エフティイーリス,牝3,54,蛯名正義,1:48.8,クビ,11.5,4,448(+2),[東] 金成貴史
10,7,11,ルタンブル,牝3,54,三浦皇成,1:48.9,1/2,65.1,12,430(-2),[西] 寺島良
11,1,1,メイショウハナグシ,牝3,54,池添謙一,1:49.0,3/4,25.0,7,472(+2),[西] 飯田祐史
12,4,5,ミモザイエロー,牝3,54,内田博幸,1:49.2,1.1/4,30.5,9,450(0),[東] 戸田博文
13,5,6,マルーンベルズ,牝3,54,大野拓弥,1:50.3,7,45.4,11,454(0),[東] 萩原清
