着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,1,1,ミツカネラクリス,牝3,54,横山典弘,1:54.8,,12.1,6,478(-2),[東] 田島俊明
2,3,5,オオゾラ,牡3,56,石川裕紀,1:55.4,3.1/2,9.7,3,528(-4),[東] 相沢郁
3,2,4,エクリリストワール,牡3,56,戸崎圭太,1:55.4,クビ,1.4,1,530(-4),[東] 田中博康
4,1,2,セオリー,牡3,56,福永祐一,1:55.5,1/2,11.2,5,482(-2),[東] 手塚貴久
5,4,8,リンガスビャクヤ,牡3,56,田辺裕信,1:55.8,2,9.8,4,500(-8),[東] 中舘英二
6,3,6,トラインコンパス,牡3,55,木幡巧也,1:56.0,1,81.8,10,432(-4),[東] 小笠倫弘
7,6,11,ロサデラルス,牡3,56,大野拓弥,1:56.3,1.3/4,9.7,2,492(-6),[東] 新開幸一
8,4,7,ベルウッドヒビキ,牡3,56,黛弘人,1:56.5,3/4,31.6,7,484(+2),[東] 和田雄二
9,7,14,ジン,牡3,56,内田博幸,1:56.8,2,104.4,11,460(+4),[東] 林徹
10,5,10,サングリーンベイ,牡3,56,村田一誠,1:57.1,1.3/4,54.4,8,480(-6),[東] 藤原辰雄
11,8,15,ナスノコウラン,牡3,56,津村明秀,1:57.1,ハナ,165.2,12,502(0),[東] 矢野英一
12,5,9,ニシノヴォーカル,牡3,56,和田竜二,1:57.2,1/2,235.8,13,426(+8),[東] 田村康仁
13,8,16,カネコメヒカル,牡3,56,松岡正海,1:58.9,大,243.7,14,466(+2),[東] 高橋裕
14,6,12,ガルラバン,牡3,56,田中勝春,1:59.1,1.1/4,80.4,9,516(-6),[東] 小西一男
15,2,3,サンデーレイジ,牡3,54,菊沢一樹,1:59.4,2,558.1,15,472(0),[東] 伊藤伸一
16,7,13,サノノドラゴン,牡3,56,嶋田純次,1:59.5,1/2,617.3,16,412(0),[東] 尾形和幸
