着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,4,8,メイショウワコン,牡3,54,武幸四郎,1:43.3,,7.2,4,500(+10),[西] 河内洋
2,2,3,キタサンウンゲツ,牡3,51,岩崎翼,1:43.3,クビ,5.4,2,504(+4),[西] 橋口弘次
3,6,12,キングズガード,牡3,54,川田将雅,1:43.7,2.1/2,2.6,1,444(+12),[西] 田中章博
4,1,1,サンライズワールド,セ4,57,浜中俊,1:43.8,クビ,11.1,5,444(-2),[西] 石坂正
5,6,11,ヤマカツポセイドン,牡5,57,高倉稜,1:44.6,5,15.3,6,464(+6),[西] 大根田裕
6,2,4,グロシュラライト,牡4,56,中井裕二,1:45.0,2.1/2,125.4,13,446(0),[西] 牧浦充徳
7,7,14,アスターフレンチ,牡4,57,和田竜二,1:45.0,クビ,34.2,11,498(+8),[西] 南井克巳
8,8,16,マークスマン,セ4,57,松山弘平,1:45.2,1.1/4,18.9,8,516(+4),[西] 池添兼雄
9,8,15,ウェーブオーキッド,セ4,57,藤懸貴志,1:45.2,アタマ,126.0,14,468(+8),[西] 平田修
10,4,7,デンコウリキ,牡4,54,松若風馬,1:45.5,2,6.4,3,506(+8),[西] 小野幸治
11,5,9,ミッキーバルーン,牡5,57,幸英明,1:45.5,アタマ,138.2,15,496(+10),[西] 牧田和弥
12,1,2,ウインクルミラクル,牝3,49,義英真,1:45.6,クビ,27.4,9,480(+8),[西] 高橋亮
13,5,10,クリノロッキー,牡4,57,川須栄彦,1:45.9,2,107.7,12,496(+2),[西] 作田誠二
14,7,13,パープルパルピナ,牡3,54,酒井学,1:46.0,クビ,31.9,10,466(0),[西] 福島信晴
15,3,6,キングオブタイム,牡3,54,小牧太,1:46.2,1.1/4,18.7,7,504(+12),[西] 加用正
16,3,5,ワンダーパラジーノ,牡4,57,大下智,1:46.3,クビ,271.9,16,474(0),[西] 梅内忍
