着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,2,3,ユールシンギング,牡3,56,北村宏司,2:13.5,,6.2,3,520(-2),[東] 勢司和浩
2,5,8,ダービーフィズ,牡3,56,田中勝春,2:13.5,ハナ,7.9,5,450(-4),[東] 小島太
3,5,9,アドマイヤスピカ,牡3,56,戸崎圭太,2:13.6,3/4,11.5,6,486(+8),[西] 松田博資
4,6,10,ナンヨーケンゴー,セ3,56,内田博幸,2:13.8,1,53.8,12,468(0),[東] 斎藤誠
5,8,14,ケイアイチョウサン,牡3,56,横山典弘,2:13.8,アタマ,4.9,2,440(+2),[東] 小笠倫弘
6,6,11,バンデ,牡3,56,石橋脩,2:13.8,アタマ,6.2,4,496(-4),[西] 矢作芳人
7,8,15,レッドルーファス,牡3,56,柴田善臣,2:13.9,クビ,32.2,9,492(-6),[東] 藤沢和雄
8,2,2,サイモンラムセス,牡3,56,松山弘平,2:14.1,1.1/2,47.5,11,438(+2),[西] 梅田智之
9,1,1,トルークマクト,牡3,56,武士沢友,2:14.1,クビ,97.0,14,438(0),[東] 尾関知人
10,3,4,マイネルマエストロ,牡3,56,柴田大知,2:14.2,3/4,47.4,10,480(-4),[西] 西園正都
11,7,12,ヒロノプリンス,牡3,56,国分恭介,2:14.2,ハナ,25.5,8,460(0),[西] 村山明
12,7,13,ドラゴンレジェンド,牡3,56,田辺裕信,2:14.3,クビ,18.5,7,474(-10),[東] 久保田貴
13,4,6,ヒラボクディープ,牡3,56,蛯名正義,2:14.3,クビ,3.3,1,480(0),[東] 国枝栄
14,3,5,イレプレイスブル,牡3,56,柴山雄一,2:14.5,3/4,147.9,15,470(+4),[東] 畠山吉宏
15,4,7,ビッグバンドジャズ,牡3,56,松岡正海,2:14.5,クビ,75.3,13,490(+2),[東] 大竹正博
